первых двух курсах|2
МИФИ первый год.|2
курса НИЯУ МИФИ,|2
сказать могу. Знаю|2
могу. Знаю то,|2
процесса рамках Вашей|2
рамках Вашей программы?|2
Вашей программы обучения?|2
Какие дисциплины Вам|2
основы гуманитарного знания|2
любят свое дело|2
факультета экспериментальной теоретической|2
экспериментальной теоретической физики(Т).|2
лучших вузов России,|2
Информационно-аналитические системы безопасности.|2
"Два латте сахара,|2
латте сахара, пожалуйста".|2
Привет! Здесь расскажу,|1
Здесь расскажу, почему|1
расскажу, почему должен|1
