южный уральский государственный|3
история китай регионоведение|2
обучение стоять огромный|2
стоять огромный деньги|2
огромный деньги явно|2
деньги явно потерять|2
явно потерять свой|2
потерять свой репутация|2
свой репутация просто|2
репутация просто мусор|2
просто мусор подумать|2
идти юурга деньги|2
практиковаться платный дополнительный|2
платный дополнительный занятие|2
дополнительный занятие подарок|2
занятие подарок подобный|2
никто сообщать экзамен|2
заканчивать математический лицей|2
выпускной класс одноклассник|1
класс одноклассник шутить|1
