абитуриент родитель связывать свой|3
родитель связывать свой жизнь|3
связывать свой жизнь политех|3
свой жизнь политех речь|3
жизнь политех речь пойти|3
политех речь пойти воспринимать|3
речь пойти воспринимать безвольный|3
пойти воспринимать безвольный терпеть|3
воспринимать безвольный терпеть издевательство|3
безвольный терпеть издевательство руководство|3
терпеть издевательство руководство особенно|3
издевательство руководство особенно касаться|3
руководство особенно касаться учащийся|3
особенно касаться учащийся высоко|3
касаться учащийся высоко почему|3
учащийся высоко почему просто|3
высоко почему просто некуда|3
почему просто некуда деваться|3
просто некуда деваться переводиться|3
некуда деваться переводиться решать|3
